#delta	Selev	th1	th2	elevERR		phiERR		delta	ASelev	ASth1	ASth2	ASelERR		ASphiERR
74	36	96	68	10.910641	-17.971236	74	-36	84	112	82.910641	162.028764
137	23	76	46	-1.853821	-151.447042	137	-23	104	134	44.146179	28.552958
41	52	54	67	10.022328	-7.538168	41	-52	126	113	114.022328	172.461832
130	39	70	97	24.563616	39.058365	130	-39	110	83	102.563616	-140.941635
36	48	47	38	11.495748	12.335826	36	-48	133	142	107.495748	-167.664174
68	51	53	102	-3.079788	-17.643976	68	-51	127	78	98.920212	162.356024
105	47	105	71	2.577478	47.118946	105	-47	75	109	96.577478	-132.881054
112	54	111	52	7.512996	11.990907	112	-54	69	128	115.512996	-168.009093
128	11	45	95	-8.007724	170.735714	128	-11	135	85	13.992276	-9.264286
66	50	110	43	-11.372052	45.823866	66	-50	70	137	88.627948	-134.176134
96	6	95	68	18.066974	-155.244542	96	-6	85	112	30.066974	24.755458
136	17	66	69	17.343856	-88.679857	136	-17	114	111	51.343856	91.320143
75	46	84	95	-9.073495	24.262840	75	-46	96	85	82.926505	-155.737160
138	24	105	98	21.984256	-9.073828	138	-24	75	82	69.984256	170.926172
138	43	36	66	-5.239351	-7.958608	138	-43	144	114	80.760649	172.041392
77	18	66	111	7.995708	161.609269	77	-18	114	69	43.995708	-18.390731
111	12	51	70	7.552443	-12.444327	111	-12	129	110	31.552443	167.555673
126	9	40	71	9.867755	-2.142056	126	-9	140	109	27.867755	177.857944
79	9	78	75	17.894470	-5.856966	79	-9	102	105	35.894470	174.143034
105	24	79	84	-0.751122	154.566887	105	-24	101	96	47.248878	-25.433113
140	6	100	112	-1.400476	171.360535	140	-6	80	68	10.599524	-8.639465
99	38	96	111	32.616779	9.026685	99	-38	84	69	108.616779	-170.973315
145	21	78	51	-4.828387	-138.590642	145	-21	102	129	37.171613	41.409358
52	20	36	95	3.202200	-171.820744	52	-20	144	85	43.202200	8.179256
134	46	55	37	-21.518320	-146.903428	134	-46	125	143	70.481680	33.096572
44	38	70	85	-12.576885	-16.433608	44	-38	110	95	63.423115	163.566392
69	35	44	46	8.330078	2.178256	69	-35	136	134	78.330078	-177.821744
140	36	49	41	8.034211	-11.837991	140	-36	131	139	80.034211	168.162009
101	54	55	35	11.201601	-17.266839	101	-54	125	145	119.201601	162.733161
75	37	115	77	16.050380	-13.892654	75	-37	65	103	90.050380	166.107346
49	47	81	43	-11.013562	18.762567	49	-47	99	137	82.986438	-161.237433
35	43	84	65	-16.403507	-26.690306	35	-43	96	115	69.596493	153.309694
54	43	78	40	-9.621280	-16.938505	54	-43	102	140	76.378720	163.061495
48	17	114	115	-15.785237	164.069575	48	-17	66	65	18.214763	-15.930425
49	46	113	96	-9.996398	-16.708171	49	-46	67	84	82.003602	163.291829
78	10	95	43	14.542723	4.289718	78	-10	85	137	34.542723	-175.710282
125	17	75	73	11.199390	45.590624	125	-17	105	107	45.199390	-134.409376
70	22	40	48	-2.253149	0.603364	70	-22	140	132	41.746851	-179.396636
126	10	110	101	16.311309	-85.704337	126	-10	70	79	36.311309	94.295663
36	52	105	75	-0.244644	5.657006	36	-52	75	105	103.755356	-174.342994
68	22	79	108	-21.195172	-164.556254	68	-22	101	72	22.804828	15.443746
113	39	43	71	0.491559	21.500024	113	-39	137	109	78.491559	-158.499976
49	38	73	49	-9.044706	-8.230383	49	-38	107	131	66.955294	171.769617
84	15	42	50	-0.266095	2.063614	84	-15	138	130	29.733905	-177.936386
132	20	37	37	2.231085	-0.076224	132	-20	143	143	42.231085	179.923776
95	20	78	41	1.129184	2.682885	95	-20	102	139	41.129184	-177.317115
136	35	67	69	12.556835	-2.282950	136	-35	113	111	82.556835	177.717050
106	25	95	105	15.330598	55.262164	106	-25	85	75	65.330598	-124.737836
47	49	40	106	-19.460382	49.222092	47	-49	140	74	78.539618	-130.777908
50	55	65	78	-18.220876	24.369977	50	-55	115	102	91.779124	-155.630023
96	9	84	111	-8.775358	172.565410	96	-9	96	69	9.224642	-7.434590
101	8	35	46	0.867431	0.069716	101	-8	145	134	16.867431	-179.930284
129	20	65	111	-19.788350	156.540961	129	-20	115	69	20.211650	-23.459039
101	35	48	36	1.261441	-8.543534	101	-35	132	144	71.261441	171.456466
98	17	35	100	-6.175405	27.853584	98	-17	145	80	27.824595	-152.146416
108	12	108	66	10.106441	13.228676	108	-12	72	114	34.106441	-166.771324
129	41	84	50	1.763388	-23.143549	129	-41	96	130	83.763388	156.856451
68	15	70	97	-13.989464	172.701611	68	-15	110	83	16.010536	-7.298389
113	37	97	79	-11.208598	-11.758033	113	-37	83	101	62.791402	168.241967
48	40	77	81	16.697919	11.111998	48	-40	103	99	96.697919	-168.888002
125	38	113	50	2.767127	15.182291	125	-38	67	130	78.767127	-164.817709
50	15	97	113	-14.277582	-177.417572	50	-15	83	67	15.722418	2.582428
79	54	66	52	-7.912429	-13.088304	79	-54	114	128	100.087571	166.911696
125	37	95	71	7.315048	4.942575	125	-37	85	109	81.315048	-175.057425
140	9	68	106	8.281568	22.498607	140	-9	112	74	26.281568	-157.501393
136	15	38	40	1.212431	3.668205	136	-15	142	140	31.212431	-176.331795
44	9	42	38	3.903488	-0.890757	44	-9	138	142	21.903488	179.109243
142	17	71	75	13.462032	4.929287	142	-17	109	105	47.462032	-175.070713
73	37	55	46	5.046823	-6.482460	73	-37	125	134	79.046823	173.517540
126	50	98	36	-12.674869	-23.853753	126	-50	82	144	87.325131	156.146247
130	40	98	95	-31.551987	1.361891	130	-40	82	85	48.448013	-178.638109
