#delta	Selev	th1	th2	elevERR		phiERR		delta	ASelev	ASth1	ASth2	ASelERR		ASphiERR
105	47	105	71	1.124106	0.705687	105	-47	75	109	95.124106	-179.294313
139	54	72	83	6.881132	24.659080	139	-54	108	97	114.881132	-155.340920
114	19	72	67	20.583406	-6.894984	114	-19	108	113	58.583406	173.105016
66	50	110	43	-10.078301	-49.035451	66	-50	70	137	89.921699	130.964549
55	5	39	37	5.275887	-1.332240	55	-5	141	143	15.275887	178.667760
98	39	114	100	5.755788	-7.323050	98	-39	66	80	83.755788	172.676950
114	48	102	41	7.265296	-71.935933	114	-48	78	139	103.265296	108.064067
101	6	49	103	18.708859	-12.405729	101	-6	131	77	30.708859	167.594271
95	10	78	41	27.096560	40.695587	95	-10	102	139	47.096560	-139.304413
136	18	69	81	13.028796	15.599091	136	-18	111	99	49.028796	-164.400909
51	9	100	96	-4.360079	168.877480	51	-9	80	84	13.639921	-11.122520
84	25	46	79	6.928236	14.853909	84	-25	134	101	56.928236	-165.146091
76	23	50	76	4.136511	10.173374	76	-23	130	104	50.136511	-169.826626
80	43	109	102	20.288623	-1.603580	80	-43	71	78	106.288623	178.396420
129	20	65	111	-0.156431	-25.804578	129	-20	115	69	39.843569	154.195422
69	41	38	97	-34.215761	149.610968	69	-41	142	83	47.784239	-30.389032
108	20	81	74	8.451456	-12.745643	108	-20	99	106	48.451456	167.254357
129	41	84	50	-28.345548	-151.849637	129	-41	96	130	53.654452	28.150363
35	50	41	52	2.102830	-1.445640	35	-50	139	128	102.102830	178.554360
130	35	99	102	6.632598	2.540243	130	-35	81	78	76.632598	-177.459757
129	40	76	104	10.197287	10.444813	129	-40	104	76	90.197287	-169.555187
131	17	99	51	8.826601	-14.074557	131	-17	81	129	42.826601	165.925443
126	9	40	71	11.293370	-13.095616	126	-9	140	109	29.293370	166.904384
77	9	108	107	-5.856618	173.575262	77	-9	72	73	12.143382	-6.424738
140	8	66	73	9.248592	1.328376	140	-8	114	107	25.248592	-178.671624
36	19	42	75	20.543585	4.507402	36	-19	138	105	58.543585	-175.492598
54	49	77	66	13.092131	-12.301382	54	-49	103	114	111.092131	167.698618
66	40	54	48	2.315549	-12.889068	66	-40	126	132	82.315549	167.110932
138	37	43	67	0.453974	-1.479208	138	-37	137	113	74.453974	178.520792
127	49	78	79	-2.585332	-75.853240	127	-49	102	101	95.414668	104.146760
125	17	75	73	-16.640898	151.881620	125	-17	105	107	17.359102	-28.118380
130	39	70	97	10.060702	17.731252	130	-39	110	83	88.060702	-162.268748
67	44	103	71	9.865835	-33.948443	67	-44	77	109	97.865835	146.051557
96	6	95	68	12.415527	-17.286971	96	-6	85	112	24.415527	162.713029
102	43	53	36	1.145262	-0.813036	102	-43	127	144	87.145262	179.186964
140	36	49	41	2.697391	-44.806147	140	-36	131	139	74.697391	135.193853
98	38	35	73	3.339064	22.941337	98	-38	145	107	79.339064	-157.058663
41	52	54	67	13.437597	-11.147589	41	-52	126	113	117.437597	168.852411
70	24	113	41	-13.210960	-174.189418	70	-24	67	139	34.789040	5.810582
115	52	41	41	-4.472275	0.724323	115	-52	139	139	99.527725	-179.275677
73	37	55	46	6.907756	-7.971583	73	-37	125	134	80.907756	172.028417
130	23	43	107	-14.215551	155.991477	130	-23	137	73	31.784449	-24.008523
113	39	43	71	0.272184	21.717353	113	-39	137	109	78.272184	-158.282647
136	35	67	69	-25.463135	113.524158	136	-35	113	111	44.536865	-66.475842
136	15	38	40	0.383292	3.582246	136	-15	142	140	30.383292	-176.417754
105	19	53	41	0.955528	-0.413575	105	-19	127	139	38.955528	179.586425
85	42	50	111	7.893263	-32.401784	85	-42	130	69	91.893263	147.598216
72	40	83	81	-3.932842	-31.141691	72	-40	97	99	76.067158	148.858309
68	22	79	108	-2.758722	5.121451	68	-22	101	72	41.241278	-174.878549
101	35	48	36	5.743283	-7.767549	101	-35	132	144	75.743283	172.232451
50	45	49	70	12.744021	-23.455328	50	-45	131	110	102.744021	156.544672
135	19	114	74	-1.546457	-132.864149	135	-19	66	106	36.453543	47.135851
68	15	70	97	10.684177	29.157189	68	-15	110	83	40.684177	-150.842811
85	23	113	38	4.721569	3.599231	85	-23	67	142	50.721569	-176.400769
50	55	65	78	-16.584235	37.878580	50	-55	115	102	93.415765	-142.121420
112	43	111	79	-32.643699	-154.587040	112	-43	69	101	53.356301	25.412960
134	53	78	40	-36.870855	-151.774594	134	-53	102	140	69.129145	28.225406
96	9	84	111	23.908020	5.264372	96	-9	96	69	41.908020	-174.735628
40	35	72	97	11.789533	-21.371484	40	-35	108	83	81.789533	158.628516
95	44	81	84	8.508595	0.659030	95	-44	99	96	96.508595	-179.340970
81	36	110	41	4.383815	0.248000	81	-36	70	139	76.383815	-179.752000
78	10	95	43	17.003509	4.825194	78	-10	85	137	37.003509	-175.174806
106	25	95	105	13.671800	2.399416	106	-25	85	75	63.671800	-177.600584
48	40	77	81	18.364747	27.984812	48	-40	103	99	98.364747	-152.015188
48	14	100	108	4.966429	-3.484205	48	-14	80	72	32.966429	176.515795
125	35	96	97	-5.905920	-18.516220	125	-35	84	83	64.094080	161.483780
141	42	38	85	-24.477372	128.287744	141	-42	142	95	59.522628	-51.712256
110	39	50	38	4.765772	-8.607463	110	-39	130	142	82.765772	171.392537
135	36	101	43	-27.350691	-149.947007	135	-36	79	137	44.649309	30.052993
68	14	71	44	6.474516	-0.180355	68	-14	109	136	34.474516	179.819645
81	43	107	97	17.853555	8.898183	81	-43	73	83	103.853555	-171.101817
